Country,No_Point_Helping,Air_Pollution_Industry,Global_Warming_Effect,Gender,Age,Marital_Status,Class,Political_Views,Location
RUS-Russia,4,3,3,Female,66,Widowed,Lower class,Far left etc,"Urban,RP:total urb"
RUS-Russia,,3,,Female,63,"Marr,liv as mar",Lower class,Far left etc,"Urban,RP:total urb"
RUS-Russia,,3,3,Female,24,"Marr,liv as mar",Working class,"Right,conservative","Urban,RP:total urb"
RUS-Russia,2,2,2,Female,45,"Marr,liv as mar",Working class,"Center,liberal","Urban,RP:total urb"
RUS-Russia,,3,,Female,63,"Marr,liv as mar",Working class,,"Urban,RP:total urb"
RUS-Russia,5,1,,Female,67,"Marr,liv as mar",,"No party,no preference","Urban,RP:total urb"
RUS-Russia,5,1,1,Female,,"Single,never married",Lower middle class,"Right,conservative","Urban,RP:total urb"
RUS-Russia,2,2,,Female,48,"Marr,liv as mar",Working class,,"Urban,RP:total urb"
RUS-Russia,4,1,2,Female,51,Widowed,Middle class,"Right,conservative","Urban,RP:total urb"
RUS-Russia,,1,,Female,66,"Marr,liv as mar",,,"Urban,RP:total urb"
RUS-Russia,4,1,1,Female,41,"Marr,liv as mar",Middle class,"Center,liberal","Urban,RP:total urb"
RUS-Russia,4,1,1,Female,42,Widowed,Middle class,"Center,liberal","Urban,RP:total urb"
RUS-Russia,5,1,1,Female,21,"Marr,liv as mar",Middle class,Far right etc,"Urban,RP:total urb"
RUS-Russia,4,3,1,Female,63,"Marr,liv as mar",Lower middle class,Far left etc,"Urban,RP:total urb"
RUS-Russia,4,1,2,Female,26,"Marr,liv as mar",Middle class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,5,3,1,Female,66,"Marr,liv as mar",Lower class,"Left,center left","Urban,RP:total urb"
RUS-Russia,4,2,2,Female,21,"Single,never married",Middle class,"Right,conservative","Urban,RP:total urb"
RUS-Russia,5,3,3,Female,54,"Marr,liv as mar",Working class,,"Urban,RP:total urb"
RUS-Russia,4,2,,Female,67,Widowed,Lower class,Far left etc,"Urban,RP:total urb"
RUS-Russia,4,2,3,Female,75,Widowed,Lower class,Far left etc,"Urban,RP:total urb"
RUS-Russia,4,1,,Female,54,Widowed,Lower class,,"Urban,RP:total urb"
RUS-Russia,5,3,4,Female,23,"Marr,liv as mar",Working class,"Right,conservative","Urban,RP:total urb"
RUS-Russia,1,1,5,Female,70,"Marr,liv as mar",Lower middle class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,,1,1,Female,41,Divorced,Lower middle class,Far left etc,"Urban,RP:total urb"
RUS-Russia,4,2,,Female,76,Widowed,Lower class,Far left etc,"Urban,RP:total urb"
RUS-Russia,4,2,,Female,40,"Marr,liv as mar",,Far left etc,"Urban,RP:total urb"
RUS-Russia,5,3,5,Female,28,Divorced,,Far left etc,"Urban,RP:total urb"
RUS-Russia,4,1,,Female,72,Widowed,,,"Urban,RP:total urb"
RUS-Russia,,2,,Female,19,"Single,never married",,"No party,no preference","Urban,RP:total urb"
RUS-Russia,2,3,2,Female,64,Widowed,,,"Urban,RP:total urb"
RUS-Russia,2,1,2,Female,25,"Marr,liv as mar",Middle class,"Center,liberal","Urban,RP:total urb"
RUS-Russia,5,1,1,Female,63,Widowed,Middle class,,"Urban,RP:total urb"
RUS-Russia,5,2,4,Female,62,"Marr,liv as mar",Lower class,,"Urban,RP:total urb"
RUS-Russia,4,2,2,Female,19,"Single,never married",Lower middle class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,4,1,2,Female,75,Widowed,Working class,,"Urban,RP:total urb"
RUS-Russia,5,2,3,Female,61,"Marr,liv as mar",Middle class,"Left,center left","Urban,RP:total urb"
RUS-Russia,3,1,1,Female,70,"Marr,liv as mar",Lower class,,"Urban,RP:total urb"
RUS-Russia,3,1,1,Female,86,Widowed,Working class,Far left etc,"Urban,RP:total urb"
RUS-Russia,4,1,1,Female,61,Widowed,Lower class,"Right,conservative","Urban,RP:total urb"
RUS-Russia,5,1,,Female,38,"Marr,liv as mar",Middle class,Far left etc,"Urban,RP:total urb"
RUS-Russia,4,2,3,Female,25,"Marr,liv as mar",Middle class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,5,2,3,Female,69,Widowed,Middle class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,,1,2,Female,65,"Marr,liv as mar",,Far left etc,"Urban,RP:total urb"
RUS-Russia,4,1,,Female,21,"Single,never married",,"Right,conservative","Urban,RP:total urb"
RUS-Russia,5,1,1,Female,76,Widowed,Middle class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,5,1,1,Female,70,Widowed,Middle class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,5,1,2,Female,41,Divorced,Middle class,"Right,conservative","Urban,RP:total urb"
RUS-Russia,5,1,1,Female,23,"Marr,liv as mar",Middle class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,5,1,,Female,74,Widowed,Lower class,Far left etc,"Urban,RP:total urb"
RUS-Russia,4,1,3,Female,,"Single,never married",Working class,"Right,conservative","Urban,RP:total urb"
RUS-Russia,5,2,2,Female,,"Single,never married",Middle class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,2,1,2,Female,74,"Marr,liv as mar",Middle class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,3,1,,Female,89,Widowed,Lower class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,2,1,2,Female,52,Widowed,Lower class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,4,1,2,Female,58,"Marr,liv as mar",Middle class,Far left etc,"Urban,RP:total urb"
RUS-Russia,5,1,3,Female,17,"Single,never married",Middle class,Far left etc,"Urban,RP:total urb"
RUS-Russia,4,2,3,Female,73,Divorced,Working class,Far left etc,"Urban,RP:total urb"
RUS-Russia,3,1,1,Female,70,Widowed,Working class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,3,1,1,Female,49,"Marr,liv as mar",Lower class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,3,1,1,Female,20,"Single,never married",Lower class,,"Urban,RP:total urb"
RUS-Russia,4,2,,Female,53,"Marr,liv as mar",Upper middle class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,2,1,,Female,49,"Marr,liv as mar",,,"Urban,RP:total urb"
RUS-Russia,1,1,,Female,60,"Marr,liv as mar",Working class,,"Urban,RP:total urb"
RUS-Russia,3,1,3,Female,78,Widowed,Lower class,"No party,no preference","Urban,RP:total urb"
RUS-Russia,5,,1,Female,,"Single,never married",Middle class,,"Urban,RP:total urb"
NZ-New Zealand,3,3,3,Female,65,"Marr,liv as mar",,,"Urban,RP:total urb"
NZ-New Zealand,4,1,1,Female,44,"Marr,liv as mar",Lower middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,4,3,3,Female,71,"Marr,liv as mar",Middle class,"Right,conservative","Urban,RP:total urb"
NZ-New Zealand,4,4,3,Female,61,"Marr,liv as mar",Upper middle class,"Right,conservative","Urban,RP:total urb"
NZ-New Zealand,4,2,3,Female,21,"Single,never married",Middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,5,2,2,Female,37,"Marr,liv as mar",,"Right,conservative","Urban,RP:total urb"
NZ-New Zealand,2,2,,Female,51,"Single,never married",,,"Urban,RP:total urb"
NZ-New Zealand,2,3,2,Female,67,"Separated,but married",Upper middle class,"Right,conservative","Urban,RP:total urb"
NZ-New Zealand,4,3,3,Female,38,"Marr,liv as mar",Middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,2,1,3,Female,54,"Marr,liv as mar",,,"Urban,RP:total urb"
NZ-New Zealand,2,1,1,Female,58,Widowed,,,"Urban,RP:total urb"
NZ-New Zealand,4,3,3,Female,70,"Marr,liv as mar",Middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,4,2,2,Female,79,"Single,never married",Middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,4,1,2,Female,24,"Single,never married",Working class,"No party,no preference","Urban,RP:total urb"
NZ-New Zealand,5,1,1,Female,26,"Marr,liv as mar",Working class,"Right,conservative","Urban,RP:total urb"
NZ-New Zealand,4,3,3,Female,65,"Marr,liv as mar",Upper middle class,"Center,liberal","Urban,RP:total urb"
NZ-New Zealand,4,2,1,Female,72,"Marr,liv as mar",,"Right,conservative","Urban,RP:total urb"
NZ-New Zealand,4,3,3,Female,58,"Marr,liv as mar",Middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,4,3,3,Female,63,Widowed,Middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,4,4,3,Female,90,"Single,never married",Middle class,"Right,conservative","Urban,RP:total urb"
NZ-New Zealand,1,1,2,Female,71,"Marr,liv as mar",Working class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,3,3,3,Female,22,"Single,never married",Working class,,"Urban,RP:total urb"
NZ-New Zealand,4,3,2,Female,31,"Marr,liv as mar",Upper middle class,"Other,no specific","Urban,RP:total urb"
NZ-New Zealand,4,1,1,Female,37,"Single,never married",Middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,4,3,2,Female,20,"Single,never married",,"No party,no preference","Urban,RP:total urb"
NZ-New Zealand,5,3,3,Female,77,Widowed,Middle class,"Right,conservative","Urban,RP:total urb"
NZ-New Zealand,5,1,1,Female,20,"Single,never married",Middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,4,1,3,Female,75,Widowed,Upper class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,2,3,3,Female,35,"Marr,liv as mar",Middle class,"Right,conservative","Urban,RP:total urb"
NZ-New Zealand,4,3,2,Female,58,"Marr,liv as mar",,"Right,conservative","Urban,RP:total urb"
NZ-New Zealand,2,3,3,Female,54,"Marr,liv as mar",Middle class,"Other,no specific","Urban,RP:total urb"
NZ-New Zealand,4,1,1,Female,84,Widowed,Lower middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,4,,3,Female,49,"Marr,liv as mar",Working class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,4,1,1,Female,81,Widowed,Middle class,"Right,conservative","Urban,RP:total urb"
NZ-New Zealand,5,1,1,Female,69,"Marr,liv as mar",Working class,,"Urban,RP:total urb"
NZ-New Zealand,2,2,4,Female,72,"Marr,liv as mar",Middle class,,"Urban,RP:total urb"
NZ-New Zealand,3,3,3,Female,51,"Marr,liv as mar",Middle class,,"Urban,RP:total urb"
NZ-New Zealand,5,1,1,Female,32,"Marr,liv as mar",Middle class,,"Urban,RP:total urb"
NZ-New Zealand,5,2,1,Female,52,"Marr,liv as mar",,,"Urban,RP:total urb"
NZ-New Zealand,4,3,3,Female,29,"Marr,liv as mar",Middle class,"Right,conservative","Urban,RP:total urb"
NZ-New Zealand,5,1,2,Female,59,"Marr,liv as mar",Upper middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,4,2,3,Female,78,"Marr,liv as mar",Middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,2,3,3,Female,63,"Marr,liv as mar",Lower class,,"Urban,RP:total urb"
NZ-New Zealand,2,,,Female,75,"Marr,liv as mar",Middle class,"Center,liberal","Urban,RP:total urb"
NZ-New Zealand,4,3,3,Female,39,Divorced,Middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,4,3,2,Female,69,"Marr,liv as mar",Working class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,4,2,1,Female,82,"Single,never married",Working class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,4,1,3,Female,24,"Single,never married",,,"Urban,RP:total urb"
NZ-New Zealand,2,3,3,Female,71,Widowed,Middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,4,2,3,Female,48,"Marr,liv as mar",Lower middle class,,"Urban,RP:total urb"
NZ-New Zealand,2,3,2,Female,57,"Marr,liv as mar",Middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,4,2,1,Female,20,"Single,never married",Lower middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,4,2,3,Female,56,"Separated,but married",Middle class,"Right,conservative","Urban,RP:total urb"
NZ-New Zealand,2,3,3,Female,78,Widowed,Middle class,"Right,conservative","Urban,RP:total urb"
NZ-New Zealand,4,1,1,Female,29,"Marr,liv as mar",Lower middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,2,1,1,Female,73,"Marr,liv as mar",Middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,5,1,1,Female,20,"Single,never married",Upper class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,2,1,1,Female,58,"Marr,liv as mar",Upper class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,4,1,1,Female,79,"Single,never married",Middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,4,3,2,Female,34,"Marr,liv as mar",Middle class,,"Urban,RP:total urb"
NZ-New Zealand,2,2,1,Female,83,"Marr,liv as mar",Working class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,1,1,1,Female,72,"Marr,liv as mar",Middle class,"Center,liberal","Urban,RP:total urb"
NZ-New Zealand,,1,1,Female,68,Widowed,Lower middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,2,1,1,Female,79,Widowed,Working class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,1,2,3,Female,86,Widowed,Upper middle class,"Right,conservative","Urban,RP:total urb"
NZ-New Zealand,1,1,4,Female,47,Widowed,Working class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,2,1,1,Female,66,"Marr,liv as mar",Working class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,,2,3,Female,64,"Marr,liv as mar",Middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,2,1,1,Female,72,Widowed,Middle class,"Right,conservative","Urban,RP:total urb"
NZ-New Zealand,2,1,1,Female,68,"Marr,liv as mar",Middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,2,,,Female,73,"Marr,liv as mar",Middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,4,3,4,Female,79,Widowed,Lower class,"Right,conservative","Urban,RP:total urb"
NZ-New Zealand,2,2,2,Female,33,"Marr,liv as mar",Middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,2,,,Female,78,"Marr,liv as mar",Upper middle class,"Right,conservative","Urban,RP:total urb"
NZ-New Zealand,4,2,3,Female,52,Divorced,Working class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,3,1,1,Female,47,"Marr,liv as mar",Middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,2,2,2,Female,64,"Marr,liv as mar",Middle class,"Right,conservative","Urban,RP:total urb"
NZ-New Zealand,4,2,3,Female,52,"Marr,liv as mar",Middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,,3,1,Female,68,Widowed,Middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,4,2,2,Female,72,"Marr,liv as mar",Working class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,4,2,2,Female,23,"Single,never married",Lower class,"Right,conservative","Urban,RP:total urb"
NZ-New Zealand,5,2,3,Female,77,Widowed,Middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,5,2,2,Female,42,"Marr,liv as mar",Upper middle class,,"Urban,RP:total urb"
NZ-New Zealand,4,1,2,Female,74,"Single,never married",,,"Urban,RP:total urb"
NZ-New Zealand,2,2,2,Female,51,"Marr,liv as mar",Middle class,"Right,conservative","Urban,RP:total urb"
NZ-New Zealand,4,2,3,Female,60,"Marr,liv as mar",Working class,"Right,conservative","Urban,RP:total urb"
NZ-New Zealand,5,1,1,Female,44,"Marr,liv as mar",Lower middle class,,"Urban,RP:total urb"
NZ-New Zealand,3,1,1,Female,32,"Marr,liv as mar",Upper middle class,"Right,conservative","Urban,RP:total urb"
NZ-New Zealand,2,,,Female,70,Widowed,Middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,4,1,3,Female,50,"Single,never married",Working class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,4,3,3,Female,49,"Marr,liv as mar",Middle class,"Right,conservative","Urban,RP:total urb"
NZ-New Zealand,4,1,1,Female,60,"Marr,liv as mar",Working class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,4,1,1,Female,21,"Single,never married",Lower class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,4,1,1,Female,29,"Single,never married",Middle class,"No party,no preference","Urban,RP:total urb"
NZ-New Zealand,5,1,1,Female,20,"Single,never married",,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,2,3,3,Female,76,Widowed,Lower middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,2,3,4,Female,89,Widowed,Middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,2,3,2,Female,77,"Single,never married",Middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,4,3,4,Female,20,"Single,never married",Middle class,"No party,no preference","Urban,RP:total urb"
NZ-New Zealand,5,3,2,Female,54,"Marr,liv as mar",Middle class,"Right,conservative","Urban,RP:total urb"
NZ-New Zealand,2,3,2,Female,74,"Marr,liv as mar",Middle class,"Right,conservative","Urban,RP:total urb"
NZ-New Zealand,2,1,1,Female,67,Widowed,,"Other,no specific","Urban,RP:total urb"
NZ-New Zealand,2,1,1,Female,65,"Marr,liv as mar",Middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,4,2,2,Female,70,Widowed,Working class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,3,3,3,Female,31,"Single,never married",Middle class,"Other,no specific","Urban,RP:total urb"
NZ-New Zealand,4,3,3,Female,61,"Marr,liv as mar",Middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,2,2,4,Female,77,,Middle class,"Center,liberal","Urban,RP:total urb"
NZ-New Zealand,4,2,3,Female,22,"Single,never married",Middle class,,"Urban,RP:total urb"
NZ-New Zealand,4,1,1,Female,57,"Single,never married",Lower middle class,,"Urban,RP:total urb"
NZ-New Zealand,4,3,,Female,37,Divorced,,,"Urban,RP:total urb"
NZ-New Zealand,2,1,2,Female,19,"Single,never married",,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,5,3,2,Female,33,"Separated,but married",Middle class,"Right,conservative","Urban,RP:total urb"
NZ-New Zealand,3,4,3,Female,78,Widowed,Lower class,"Right,conservative","Urban,RP:total urb"
NZ-New Zealand,4,1,1,Female,28,"Marr,liv as mar",,,"Urban,RP:total urb"
NZ-New Zealand,4,2,3,Female,20,"Single,never married",Lower middle class,,"Urban,RP:total urb"
NZ-New Zealand,3,4,4,Female,68,"Marr,liv as mar",Middle class,"Center,liberal","Urban,RP:total urb"
NZ-New Zealand,4,3,2,Female,35,"Marr,liv as mar",Middle class,"Right,conservative","Urban,RP:total urb"
NZ-New Zealand,4,2,2,Female,86,,Working class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,4,3,3,Female,77,"Marr,liv as mar",Middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,5,1,1,Female,63,"Marr,liv as mar",,,"Urban,RP:total urb"
NZ-New Zealand,5,3,2,Female,76,"Marr,liv as mar",Middle class,"Center,liberal","Urban,RP:total urb"
NZ-New Zealand,4,2,3,Female,62,"Marr,liv as mar",Middle class,"Right,conservative","Urban,RP:total urb"
NZ-New Zealand,4,2,1,Female,83,Widowed,,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,4,3,3,Female,55,"Marr,liv as mar",Lower middle class,"Right,conservative","Urban,RP:total urb"
NZ-New Zealand,2,2,2,Female,36,"Marr,liv as mar",,,"Urban,RP:total urb"
NZ-New Zealand,2,3,2,Female,73,"Marr,liv as mar",Lower middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,4,2,2,Female,47,,Lower middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,1,1,1,Female,80,Widowed,,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,4,3,2,Female,75,Widowed,Middle class,"Right,conservative","Urban,RP:total urb"
NZ-New Zealand,4,1,1,Female,71,Widowed,Middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,4,2,1,Female,72,"Single,never married",Middle class,"Right,conservative","Urban,RP:total urb"
NZ-New Zealand,4,1,,Female,31,"Marr,liv as mar",Working class,,"Urban,RP:total urb"
NZ-New Zealand,5,1,2,Female,70,"Marr,liv as mar",Lower middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,3,2,3,Female,74,Divorced,,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,4,2,1,Female,68,"Marr,liv as mar",Upper middle class,"Right,conservative","Urban,RP:total urb"
NZ-New Zealand,2,2,2,Female,22,"Single,never married",Middle class,,"Urban,RP:total urb"
NZ-New Zealand,2,2,3,Female,71,,Middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,4,1,1,Female,32,"Marr,liv as mar",Middle class,,"Urban,RP:total urb"
NZ-New Zealand,2,3,3,Female,60,"Marr,liv as mar",Middle class,,"Urban,RP:total urb"
NZ-New Zealand,2,3,3,Female,89,Widowed,Middle class,"No party,no preference","Urban,RP:total urb"
NZ-New Zealand,4,3,,Female,78,"Marr,liv as mar",Upper middle class,"Center,liberal","Urban,RP:total urb"
NZ-New Zealand,4,1,1,Female,81,"Separated,but married",Upper middle class,"Right,conservative","Urban,RP:total urb"
NZ-New Zealand,1,1,2,Female,69,"Single,never married",Working class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,5,1,1,Female,42,"Marr,liv as mar",Middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,4,2,1,Female,77,Widowed,,,"Urban,RP:total urb"
NZ-New Zealand,,2,,Female,74,"Marr,liv as mar",Lower class,"No party,no preference","Urban,RP:total urb"
NZ-New Zealand,4,1,1,Female,46,"Marr,liv as mar",Working class,,"Urban,RP:total urb"
NZ-New Zealand,4,1,3,Female,64,Divorced,Middle class,"Right,conservative","Urban,RP:total urb"
NZ-New Zealand,2,1,1,Female,65,"Marr,liv as mar",Lower middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,2,1,4,Female,66,"Single,never married",Middle class,"Center,liberal","Urban,RP:total urb"
NZ-New Zealand,5,1,2,Female,41,"Single,never married",,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,2,3,4,Female,48,"Marr,liv as mar",Working class,,"Urban,RP:total urb"
NZ-New Zealand,4,2,2,Female,37,,Middle class,"Right,conservative","Urban,RP:total urb"
NZ-New Zealand,5,1,3,Female,25,"Marr,liv as mar",Working class,"Right,conservative","Urban,RP:total urb"
NZ-New Zealand,4,3,2,Female,61,"Marr,liv as mar",Lower class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,,3,3,Female,82,Divorced,Middle class,"Right,conservative","Urban,RP:total urb"
NZ-New Zealand,4,3,2,Female,47,"Marr,liv as mar",Upper middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,5,2,2,Female,21,"Single,never married",Lower middle class,,"Urban,RP:total urb"
NZ-New Zealand,4,1,1,Female,64,"Marr,liv as mar",,,"Urban,RP:total urb"
NZ-New Zealand,2,3,,Female,87,Widowed,Middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,2,1,1,Female,60,"Separated,but married",Working class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,2,3,2,Female,65,"Marr,liv as mar",Middle class,"Right,conservative","Urban,RP:total urb"
NZ-New Zealand,4,3,2,Female,38,"Marr,liv as mar",Middle class,"No party,no preference","Urban,RP:total urb"
NZ-New Zealand,5,2,1,Female,70,"Marr,liv as mar",Upper middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,2,1,1,Female,30,"Marr,liv as mar",Middle class,,"Urban,RP:total urb"
NZ-New Zealand,4,3,4,Female,79,"Marr,liv as mar",Lower middle class,"Left,center left","Urban,RP:total urb"
NZ-New Zealand,3,2,3,Female,63,"Marr,liv as mar",Middle class,"Right,conservative","Urban,RP:total urb"
CDN-Canada,2,3,3,Female,76,Widowed,,,"Urban,RP:total urb"
CDN-Canada,5,1,1,Female,30,"Single,never married",,,"Urban,RP:total urb"
CDN-Canada,3,1,,Female,21,"Single,never married",,,"Urban,RP:total urb"
CDN-Canada,3,1,2,Female,54,"Marr,liv as mar",Middle class,,"Urban,RP:total urb"
CDN-Canada,5,2,,Female,54,"Marr,liv as mar",Working class,,"Urban,RP:total urb"
CDN-Canada,5,2,3,Female,53,Divorced,Upper middle class,,"Urban,RP:total urb"
CDN-Canada,5,1,1,Female,26,"Single,never married",Upper middle class,,"Urban,RP:total urb"
CDN-Canada,4,3,3,Female,42,"Marr,liv as mar",Middle class,,"Urban,RP:total urb"
CDN-Canada,5,1,1,Female,,"Marr,liv as mar",Middle class,,"Urban,RP:total urb"
CDN-Canada,4,1,1,Female,23,"Single,never married",,,"Urban,RP:total urb"
CDN-Canada,5,1,1,Female,69,Widowed,,,"Urban,RP:total urb"
CDN-Canada,2,2,,Female,58,"Marr,liv as mar",Middle class,,"Urban,RP:total urb"
CDN-Canada,1,4,5,Female,69,Widowed,Lower class,,"Urban,RP:total urb"
CDN-Canada,2,2,2,Female,59,"Marr,liv as mar",,,"Urban,RP:total urb"
CDN-Canada,4,2,3,Female,,"Marr,liv as mar",Working class,,"Urban,RP:total urb"
CDN-Canada,2,1,1,Female,70,"Marr,liv as mar",Working class,,"Urban,RP:total urb"
CDN-Canada,4,1,1,Female,58,"Marr,liv as mar",Lower middle class,,"Urban,RP:total urb"
CDN-Canada,4,2,1,Female,23,"Single,never married",,,"Urban,RP:total urb"
CDN-Canada,5,2,2,Female,48,"Single,never married",Middle class,,"Urban,RP:total urb"
CDN-Canada,4,1,2,Female,58,"Marr,liv as mar",Middle class,,"Urban,RP:total urb"
CDN-Canada,5,1,1,Female,55,"Marr,liv as mar",Working class,,"Urban,RP:total urb"
CDN-Canada,3,2,4,Female,,"Single,never married",,,"Urban,RP:total urb"
CDN-Canada,1,1,3,Female,43,Divorced,Lower class,,"Urban,RP:total urb"
CDN-Canada,5,2,1,Female,69,Divorced,,,"Urban,RP:total urb"
J-Japan,2,1,1,Female,57,"Marr,liv as mar",Middle class,"No party,no preference","Urban,RP:total urb"
J-Japan,1,1,,Female,59,"Marr,liv as mar",Lower class,"No party,no preference","Urban,RP:total urb"
J-Japan,4,3,2,Female,65,Widowed,Middle class,"No party,no preference","Urban,RP:total urb"
J-Japan,1,2,2,Female,88,Widowed,Middle class,"Right,conservative","Urban,RP:total urb"
J-Japan,1,1,1,Female,52,"Marr,liv as mar",Upper middle class,"Center,liberal","Urban,RP:total urb"
J-Japan,2,3,3,Female,51,"Marr,liv as mar",Middle class,Far left etc,"Urban,RP:total urb"
J-Japan,2,2,3,Female,68,"Marr,liv as mar",Middle class,"No party,no preference","Urban,RP:total urb"
J-Japan,4,2,2,Female,68,Widowed,Middle class,"Left,center left","Urban,RP:total urb"
J-Japan,3,3,3,Female,74,Widowed,Lower class,"No party,no preference","Urban,RP:total urb"
J-Japan,4,4,1,Female,76,"Marr,liv as mar",Lower class,"No party,no preference","Urban,RP:total urb"
J-Japan,5,2,2,Female,48,"Marr,liv as mar",Middle class,"No party,no preference","Urban,RP:total urb"
J-Japan,4,3,2,Female,46,"Marr,liv as mar",Lower middle class,"No party,no preference","Urban,RP:total urb"
J-Japan,2,1,3,Female,67,"Marr,liv as mar",Middle class,"No party,no preference","Urban,RP:total urb"
J-Japan,2,2,2,Female,73,Widowed,Middle class,"No party,no preference","Urban,RP:total urb"
J-Japan,1,1,1,Female,64,"Marr,liv as mar",Middle class,"Right,conservative","Urban,RP:total urb"
J-Japan,4,2,2,Female,51,"Marr,liv as mar",Middle class,"No party,no preference","Urban,RP:total urb"
J-Japan,2,2,2,Female,39,"Marr,liv as mar",Middle class,"No party,no preference","Urban,RP:total urb"
